3117	Лилия под дождем	(Кэмп Кэндис)	Роман повествует о жизни и судьбе, любви и отчаянии, подлости и благородстве. Главная героиня романа, подобно прекрасной белой лилии под дождем, мужественно переносит все жизненные бури, выпадающие на ее долю. Гражданская война между Севером и Югом поломала жизнь Мэгги Тирелл. Ее семья находится на грани распада, муж неизлечимо болен. И в эту тяжелую пору героиня встречает загадочного Рейда Прескотта. В его объятиях Мэгги впервые испытала подлинную страсть, но перед ней неизбежно встает вопрос, что предпочесть – любовь или чувство долга…		
1020	Повенчанные морем (Пленники любви / Узы любви)	(Кэмп Кэндис)	Прекрасная Кэтрин Девер презирала рабовладельцев Юга - и с отчаянным упорством пыталась противостоять дерзкому обаянию капитана армии южан Мэтью Хэмптона, который безжалостно похитил ее - и поклялся завладеть не только телом, но и душой гордой северянки. Война между Севером и Югом. Война между мужчиной и женщиной, которые одновременно ненавидят друг друга - и пылают друг к другу истинной, безудержной страстью...		
3120	Роковая любовь (Ревность и любовь)	(Кэмп Кэндис)	В центре повествования романа — любовь красавицы-южанки Энэлайз Колдуэлл к капитану армии северян Марку Шэфферу. Время действия книги — гражданская война в США.		
1021	Свет и тень (Опасная роль)	(Кэмп Кэндис)	Холодная, надменная вдова, не знавшая ни страсти, ни радости, - такова была красавица Каролин Мейбри. Однако прежде всего она была талантливой актрисой, а актрисы умеют перевоплощаться! Даже если жизнь - сплошное разочарование, а она готова сыграть роль, за которую щедро заплачено, - роль любящей и любимой жены обаятельного и беспутного лорда Джейсона Сомервилла. Но - иногда актрисы слишком сильно вживаются в образ, и очень скоро пылкая страсть, которую играет Каролин, становится страстью подлинной...		
37137	Завоевание куртизанки	(Кэмпбелл Анна)	Загадочная дама полусвета Сорайя сводит с ума самых богатых аристократов Лондона. Ею мечтают обладать многие, однако она пока не намерена принадлежать никому. Герцог Кайлмор, уставший от изощренных игр этой женщины, решается на дерзкий и отчаянный поступок - похитить Сорайю и жениться на ней. Герцог и предположить не мог, что под маской прекрасной куртизанки скрывается невинная Верити Эштон - бедная девушка, которая тайно влюблена в него, но мучительно боится, что ее тайна будет раскрыта...		
1022	Безоглядная страсть	(Кэнхем Марша)	Кажется, еще вчера прелестная Энни была счастливой, любящей и любимой молодой женой отважного Ангуса! Как стремительно все изменилось... Расколота, истерзана восстанием за независимость Шотландия, а Ангус, к ужасу Энни, встал на сторону англичан! Гордая красавица поклялась навек вырвать предателя из сердца – и свято держала свое слово, пока Судьба вновь не бросила ее в жаркие объятия супруга. Пока Энни не поняла, что стоит перед трудным выбором – между счастьем и честью, между гордостью истинной шотландки и жгучей, мучительной и сладкой любовью к Ангусу...		
1023	Железная роза	(Кэнхем Марша)	Вариан Септ-Клер, аристократ до кончиков ногтей ненавидел и презирал пиратов и считал женщин слабыми, изнеженными существами пока однажды его не спасла от верной гибели отважная красавица Джульетта Данте - дочь знаменитого пиратского капитана, унаследовавшая и дело своего отца, и его несгибаемую гордость. Такой женщиной нельзя не восхищаться. Такую женщину нельзя не желать. Но — можно ли полюбить эту «морскую королеву», зная, что любовь будет смертельно опасной?..		
1025	Опаленные страстью	(Кэнхем Марша)	Прелестная Аннели Фзрчайлд, обладавшая поистине неженской отвагой и благородством души, дерзнула спасти от верной гибели опасного человека – Эмори Олторпа, авантюриста, которого считают наполеоновским шпионом, человека с репутацией не просто знаменитого обольстителя, но истинного дьявола во плоти.. Однако подлинная любовь не знает запретов и смеется над предрассудками. И вот уже соблазнитель, привыкший холодно и жестоко использовать женщин в своих целях, впервые в жизни сгорает в пламени безумной страсти, а молоденькая девушка, привыкшая повиноваться лишь голосу разума, впервые в жизни мечтает о счастье жарких мужских объятий…		
1026	Таинственный всадник	(Кэнхем Марша)	Этого таинственного разбойника называли Капитан Старлайт, и от его лихих налетов не было спасения. Никто не знал, что под маской бандита скрывается благородный джентльмен Тайрон Харт, всегда готовый прийти на помощь слабому и беззащитному. Однако только ли благородство вынуждает Тайрона спасти от брака с жестоким богачом прелестную Рене д`Антон? А может быть, мужественный аристократ-грабитель, сам того не сознавая, все сильнее запутывается в сетях очаровательной юной француженки?..		
3012	Чайная роза	(Кэнхем Марша)	Юная Чайна приехала в далекий Портсмут, чтобы согласно родительской воле стать женой знатного и богатого Рейналфа Кросса. Однако с первого же взгляда влюбилась в младшего брата своего жениха — отчаянного авантюриста Джастина! Напрасно старается девушка следовать велению долга и скрывать свою любовь, — жестокой ссоры Рейналфа и Джастина, и без того не питавших друг к другу братских чувств, не избежать. Поместье Кроссов становится ареной борьбы ревности, мести и исступленной страсти…		
1029	Долгожданная встреча	(Кэррол Шанна)	Карен Хэмптон по праву считалась самой неприступной из красавиц вашингтонского высшего света, игравшей многочисленными поклонниками, как куклами, пока однажды не отдала свое сердце техасскому "дикарю" Вэнсу Пакстону. Этот мужчина пробудил в невинной девушке силу земной женской страсти, стал для нее возлюбленным супругом и верным другом. Однако сумеет ли Вэнс не просто защитить Карен в час смертельной опасности, но и поверить в ее чистоту вопреки чудовищным обвинениям?...		
3126	На берегах любви	(Кэррол Шанна)	Когда-то ее звали Мари-Селеста Рейвен, и она была прелестной креолкой из богатой и знатной семьи. Но теперь у Мари нет ни родных, ни дома. Теперь она - коварная соблазнительница и воительница. Желанная награда для мужчин, мечтающих ею обладать. Для мужчин сильных и бесстрашных, благородных и - смертельно опасных. Женщина, о которой мечтают многие. Женщина, которая подарит себя - свое сердце, душу, тело - лишь одному...		
5636	Бесстрашная леди	(Лафой Лесли)	Ирландский разбойник-аристократ Каррик де Марсо по прозвищу Дракон поклялся, что никогда не позволит себе увлечься женщиной. — таинственное предсказание не оставляло надежд на счастье и предрекало скорую гибель. Однако сама судьба сводит его с прекрасной и отважной Глинис Малдун, которая утверждает, что может предотвратить неизбежное. И все клятвы мужественного Дракона мгновенно рассыпаются в прах, сметенные пожаром страстной и пылкой любви!		
45243	Жениться по завещанию	(Лафой Лесли)	Условия завещания старого герцога, когда-то слывшего известным распутником, весьма необычны: чтобы получить вожделенное состояние, его племянник Дрейтон Маккензи должен выгодно выдать замуж трех побочных дочерей ветреного дядюшки. Положим, две кузины - еще маленькие девочки. Но с третьей, преуспевающей модисткой Кэролайн Даттон, все не так просто. Красавица не склонна верить мужчинам. Она не желает выезжать в свет, не хочет учиться аристократическим манерам. И, что хуже всею, упорно не замечает Дрейтона, который, влюбившись в нее с первого взгляда, все больше теряет голову.		
37762	Невеста маркиза	(Лафой Лесли)	Леди Симона Тенбридж — дерзкая красавица со скандальным прошлым — привыкла к ухаживаниям мужчин и вовсе не намерена уступать ни одному из многочисленных поклонников. Однако Тристан Таунсенд, недавно унаследовавший титул маркиза Локвуда, не просто пытается соблазнить Симону и жениться на ней. Этому загадочному мужчине действительно нужна ее помощь, ибо только вместе они способны преодолеть таинственное проклятие, издавна довлеющее над родом Локвудов. Заинтригованная Симона соглашается помочь Тристану. Но чем дальше, тем сильнее подпадает она под власть поистине безграничного обаяния маркиза…		
38578	Ночная леди	(Лафой Лесли)	Бывший военный врач Йен Кэботт, герцог Дансфорд, был немало удивлен, увидев среди ночи на пороге своего дома рыжеволосую красавицу Фиону, леди Тернбридж. Йен, как истинный джентльмен, не в силах отказать леди, взывающей о помощи. Однако взамен он просит Фиону помочь ему позаботиться о больной девушке, находящейся под его опекой. Незамужняя молодая леди в доме холостяка? В обществе назревает скандал. Чтобы оставить прекрасную помощницу у себя, герцог должен что-нибудь придумать. И сделать это нужно как можно скорее, потому что он до безумия влюблен в Фиону и не хочет ее потерять...		
1049	Пари с дьяволом	(Лафой Лесли)	Судьба была жестока к юной Дарси О`Киф - или, напротив, благосклонна? Этого девушка не знала. Она знала лишь, что вынуждена отправиться в далекое путешествие в компании загадочного, демонического Эйдена Террела. Что вынуждена стать помощницей этого мужчины в его таинственной игре - игре интриг, опасностей и мести. Дарси еще не понимала, что в Эйдене обрела пылкого и нежного возлюбленного, который сделает ее счастливой...		
37338	Выбор рыцаря	(Лейтем Джулия)	Сэр Джон Рассел не задумываясь готов рискнуть жизнью ради попавшей в беду невесты — леди Элизабет Хаттон, которую видел в последний раз много лет назад, совсем маленькой девочкой. Он намерен оказывать нареченной почет и уважение, однако сердце его с первого же взгляда покорила рыжекудрая красавица, прислужница невесты. Жениться на ней — и позабыть честь и рыцарский долг? Или предать свою любовь — и обречь себя на безрадостную жизнь? Сэр Джон даже предположить не мог, что бедная служанка и есть леди Элизабет.		
45104	Мой единственный рыцарь	(Лейтем Джулия)	Прекрасная и смелая воительница Анна Кендалл намерена совершить невозможное — вступить в Лигу клинка, тайное общество рыцарей. И ради этого готова не задумываясь противостоять любой опасности. Однако опасность приходит к Анне с весьма неожиданной стороны, и имя ей — сэр Филипп Клиффорд. Этого мужчину она когда-то полюбила со всем пылом первой страсти, но потом решительно вырвала из своего сердца. Напрасно Анна клянется, что сэр Филипп никогда больше не одурманит ее нежными речами и сладостными поцелуями. Страсть, казалось бы, забытая, вспыхивает вновь.		
54201	Выигравший получает все	(Ли Адрианна)	Из сборника "Соблазнительное пари" Это - не просто любовные романы. Каждая из этих книг - путь в прекрасный мир, где явью станут САМЫЕ ТАЙНЫЕ ваши фантазии! Войдите в магический мир романтических приключений и обжигающего, безграничного наслаждения! Откройте для себя дверь в волшебное королевство пламенной страсти и пряной чувственности - и вы не сможете затворить ее никогда!		
